,TimeStamps,Tweets,Year,Month,Date,Cleaned_Tweet,Sentiment
182,2023-07-26,"ITC Share Price Falls After Demerger Announcement https://marketmovements.net/itc-share-price-falls-after-demerger-announcement/… via 
@insightsmediain
 
#ITC #demerger",2023,07,26,itc share price falls demerger announcement via insightsmediain itc demerger,Positive
183,2023-07-26,"ITC Hotels division demerger will involve transfer of 120 hotel properties from ITC Ltd to the new company  

This will involve a huge stamp duty cost of up to 6-7% on property value (up to ~₹300 Cr in this case)",2023,07,26,itc hotels division demerger involve transfer hotel properties itc ltd new company involve huge stamp duty cost property value cr case,Positive
184,2023-07-26,Why #ITC shareholders seem disappointed by hotels business demerger news? Here's a lowdown,2023,07,26,itc shareholders seem disappointed hotels business demerger news lowdown,Negative
185,2023-07-26,"Exciting news!

ITC approves demerger of its hotel business into 'ITC Hotels,' unlocking greater value for shareholders and paving the way for enhanced growth prospects.

#ETInsights #ITCHotels #Demerger #Shareholder #Value #StrategicMove #Investment",2023,07,26,exciting news itc approves demerger hotel business itc hotels unlocking greater value shareholders paving way enhanced growth prospects etinsights itchotels demerger shareholder value strategicmove investment,Positive
186,2023-07-25,"What a month for Indian Stock Markets?
#Hdfc twins have got merged
#ITC announces demerger of hotels business
#Reliance demerges Reliance Strategic Investments - Jio Financial Services
#TataMotors to convert DVR shares to ordinary shares

""1% People >= 99% of total population""",2023,07,25,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tatamotors convert dvr shares ordinary shares people total population,Positive
187,2023-07-25,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

https://telegram.me/intraday1trade

#nifty",2023,07,25,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares nifty,Positive
188,2023-07-25,"What a month for Indian Stock Markets?

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

#StockMarketindia #sharemarket",2023,07,25,month indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares stockmarketindia sharemarket,Positive
189,2023-07-25,"Recent Important developments in Indian Stock Markets. 

HDFC twins have got merged

ITC announces demerger of hotels business

Reliance demerges Reliance Strategic Investments - Jio Financial Services

Tata Motors to convert DVR shares to ordinary shares

#StockMarket",2023,07,25,recent important developments indian stock markets hdfc twins got merged itc announces demerger hotels business reliance demerges reliance strategic investments jio financial services tata motors convert dvr shares ordinary shares stockmarket,Positive
190,2023-07-25,There is this interesting company which reported results today. I sometimes wonder what the demerger of ITC Hotels might mean for it. ,2023,07,25,interesting company reported results today sometimes wonder demerger itc hotels might mean,Positive
191,2023-07-25,"ITC 

BONUS &amp; DEMERGER  was always on radar

#LevelMatters for #ITC",2023,07,25,itc bonus amp demerger always radar levelmatters itc,Positive
192,2023-07-25,My take on demerger is ITC wants controlling stake in Hotels. Rightly said BAT not interested in Hotel so there will be chances of hostile takeover like LTI Mindtree,2023,07,25,take demerger itc wants controlling stake hotels rightly said bat interested hotel chances hostile takeover like lti mindtree,Negative
193,2023-07-25,"ITC Demerger के बाद लगातार धड़ाम हुए कंपनी के शेयर. होटल का धंधा अलग करना पड़ा भारी.
यहाँ पढ़े: https://ift.tt/HoDxIrX",2023,07,25,itc demerger,Positive
194,2023-07-25,"However, ITC only owns 121 hotels presently, compared to Indian Hotels' 260. 

This indicates that the hotel industry is in the red and has not expanded in recent years.

#itc #demerger #bsc #nsc #sharemarket #itchotel",2023,07,25,however itc owns hotels presently compared indian hotels indicates hotel industry red expanded recent years itc demerger bsc nsc sharemarket itchotel,Positive
195,2023-07-25,"On the other hand, the FMCG industry only received 8,000 crore in investment while contributing 25% of the company's total sales.

ITC Hotels and Indian Hotels both have 100 hotels in 2010 if you compare the two. 

#itc #itchotels #demerger #nsc #bsc #sharemarket",2023,07,25,hand fmcg industry received crore investment contributing company total sales itc hotels indian hotels hotels compare two itc itchotels demerger nsc bsc sharemarket,Positive
196,2023-07-25,"In the 3 years, the price of ITC's shares has increased by 63%, setting a new record.

However, due to ITC's decision to demerge its cash-burning hotel industry in order to concentrate on its cigarette and FMCG operations, everything is about to change.

#itc #demerger",2023,07,25,years price itc shares increased setting new record however due itc decision demerge cash burning hotel industry order concentrate cigarette fmcg operations everything change itc demerger,Negative
197,2023-07-25,ITC's hotel business demerger raises questions on capex funding,2023,07,25,itc hotel business demerger raises questions capex funding,Negative
198,2023-07-25,"#A3RT 

ITC’s proposed demerger of its hotel business has resulted in some uncertainty over how the new entity's capital expenditure will be funded.
@arbindtiwariT",2023,07,25,rt itc proposed demerger hotel business resulted uncertainty new entity capital expenditure funded arbindtiwarit,Negative
199,2023-07-25,"Why ITC shares are falling on hotels business demerger announcement

Catch the day's latest news and updates  https://bit.ly/3q7aIe4",2023,07,25,itc shares falling hotels business demerger announcement catch day latest news updates,Positive
200,2023-07-25,"@ZeeBusiness
 exclusive analysis does give an insight on what to do next.

Concall will be important 
@AnilSinghvi_
 #ITC #StocksInFocus #ITCdemerger",2023,07,25,zeebusiness exclusive analysis give insight next concall important anilsinghvi itc stocksinfocus itcdemerger,Positive
201,2023-07-25,"TL is bombarded with news..
LT/Piramal Buyback
ITC demerger
Tata Motors DVR extinguish
Piramal Pharma Rights issue
CanFin 35Cr fraud
Axis/BajFin Results
Fed Rate mtng
..
aur kuch?",2023,07,25,tl bombarded news lt piramal buyback itc demerger tata motors dvr extinguish piramal pharma rights issue canfin cr fraud axis bajfin results fed rate mtng aur kuch,Negative
202,2023-07-25,"1/3 The demerger is a positive move for ITC

It will allow the company to focus on its core businesses and unlock value for #shareholders",2023,07,25,demerger positive move itc allow company focus core businesses unlock value shareholders,Positive
203,2023-07-25,"The demerger ratio announced is not quite favorable to existing shareholders, since shareholders are not getting one share for each share they are holding, they are disappointed. Markets have been gung-ho about the demerger because the hotel business has been a drag on ITC’s… Show more",2023,07,25,demerger ratio announced quite favorable existing shareholders since shareholders getting one share share holding disappointed markets gung ho demerger hotel business drag itc show,Positive
204,2023-07-25,"Some Numbers on Demerger of ITC's Hotel Business:-

Hotels Business contribution to ITC's revenue: 4%

Hotels Business EBITDA contribution to overall EBITDA of ITC: 3%

Hotels Business EBIT Contribution to Overall EBIT of ITC: 2%

Hotels Business ROCE: 8% vs 39% Consolidated ROCE… Show more",2023,07,25,numbers demerger itc hotel business hotels business contribution itc revenue hotels business ebitda contribution overall ebitda itc hotels business ebit contribution overall ebit itc hotels business roce vs consolidated roce show,Positive
205,2023-07-25,ITC Share Price Falls as Investors Disappointed with Demerger Ratio - http://eqtm.in/b2YLf,2023,07,25,itc share price falls investors disappointed demerger ratio,Negative
206,2023-07-25,"ITC Share Price Falls as Investors Disappointed with Demerger Ratio

What will happen after ITC hives off ITC Hotels? Continue reading to know more about the ITC Hotels demerger, share split ratio, and more.

ITC Hotels Demerger

Here’s an extract…

Yesterday during market… Show more",2023,07,25,itc share price falls investors disappointed demerger ratio happen itc hives itc hotels continue reading know itc hotels demerger share split ratio itc hotels demerger extract yesterday market show,Negative
207,2023-07-25,"ITC Hotel Demerger

#StocksInFocus #Itc",2023,07,25,itc hotel demerger stocksinfocus itc,Positive
